basic_number,class_number,term,language
120230,12,steering wheels for vehicles,en
120337,12,straddle carriers,en
120245,12,sun-blinds adapted for automobiles,en
120330,12,surveillance towers specially adapted for vehicles,en
120010,12,suspension shock absorbers for vehicles,en
120338,12,swamp-going vehicles,en
120243,12,tailboard lifts [parts of land vehicles] / elevating tailgates [parts of land vehicles] / power tailgates [parts of land vehicles],en
120190,12,telpher railways [cable cars] / cable cars,en
120265,12,tilt trucks,en
120183,12,tilting-carts,en
120082,12,timbers [frames] for ships,en
120201,12,tipping apparatus [parts of railway wagons],en
120042,12,tipping bodies for lorries / tipping bodies for trucks,en
120227,12,torque converters for land vehicles,en
120034,12,torsion bars for vehicles,en
120307,12,tow trucks / wreckers for transport,en
120075,12,tractors,en
120017,12,trailer hitches for vehicles,en
120057,12,trailers [vehicles],en
120309,12,trailers for transporting bicycles,en
120187,12,tramcars,en
120226,12,transmission chains for land vehicles,en
120142,12,transmission mechanisms for land vehicles,en
120246,12,transmission shafts for land vehicles,en
120156,12,treads for retreading tyres / treads for retreading tires,en
120074,12,treads for vehicles [tractor type] / treads for vehicles [roller belts],en
120191,12,tricycles,en
120324,12,trolleys*,en
120312,12,trucks incorporating a crane,en
120234,12,tubeless tyres for bicycles / tubeless tires for bicycles,en
120192,12,turbines for land vehicles,en
120050,12,two-wheeled trolleys / luggage trucks / sack-barrows,en
120292,12,tyre mousse inserts / tire mousse inserts,en
120321,12,tyres for snow ploughs / tires for snow ploughs,en
120031,12,tyres for vehicle wheels / tires for vehicle wheels,en
120185,12,undercarriages for vehicles,en
120195,12,upholstery for vehicles,en
120032,12,valves for vehicle tyres / valves for vehicle tires,en
120125,12,vans [vehicles],en
120320,12,vehicle bonnet pins / vehicle hood pins,en
120077,12,vehicle bumpers,en
120069,12,vehicle chassis,en
120224,12,vehicle covers [shaped],en
120278,12,vehicle joysticks,en
120141,12,vehicle running boards,en
120177,12,vehicle seats,en
120171,12,vehicle suspension springs,en
120168,12,vehicle wheel spokes,en
120053,12,vehicle wheels,en
120193,12,"vehicles for locomotion by land, air, water or rail",en
120329,12,water scooters [personal watercraft],en
120149,12,water vehicles,en
120218,12,wheelbarrows,en
120062,12,wheelchairs,en
120198,12,windows for vehicles,en
120154,12,windscreens / windshields,en
120121,12,windshield wipers / windscreen wipers,en
120202,12,yachts,en
130001,13,acetyl-nitrocellulose,en
130059,13,air pistols [weapons],en
130005,13,ammonium nitrate explosives,en
130027,13,ammunition,en
130042,13,ammunition for firearms,en
130016,13,apparatus for filling cartridge belts,en
130014,13,artillery guns [cannons],en
130075,13,automatic firearm ammunition belts,en
130015,13,ballistic weapons / ballistic missiles,en
130074,13,belts adapted for ammunition,en
130017,13,Bengal lights,en
130031,13,breeches of firearms,en
130020,13,cannons,en
130019,13,cartridge cases,en
130024,13,cartridge loading apparatus,en
130025,13,cartridge pouches,en
130023,13,cartridges*,en
130010,13,cleaning brushes for firearms,en
130083,13,cruise missiles,en
130066,13,"detonating caps, other than toys / percussion caps, other than toys",en
130062,13,detonating fuses for explosives / firing lanyards for explosives,en
130018,13,detonating plugs,en
130006,13,detonators,en
130032,13,dynamite,en
130003,13,explosive cartridges,en
130051,13,explosive powders,en
130034,13,explosives,en
130009,13,firearms,en
130072,13,firecrackers,en
130013,13,fireworks,en
130057,13,firing platforms,en
130079,13,flare pistols,en
130064,13,"fog signals, explosive",en
130060,13,fuses for explosives,en
130044,13,"fuses for explosives, for use in mines",en
130002,13,gun carriages [artillery],en
130030,13,guncotton / pyroxylin,en
130050,13,gunpowder,en
130036,13,guns [weapons],en
130037,13,gunstocks,en
130028,13,hammers for guns and rifles / hammers for guns / hammers for rifles,en
130078,13,hand grenades,en
130069,13,harpoon guns,en
130082,13,harpoons adapted for harpoon guns,en
130026,13,hunting firearms / sporting firearms,en
130041,13,lead shot for hunting,en
130046,13,machine guns,en
130045,13,mines [explosives],en
130047,13,mortars [firearms],en
130007,13,motorized weapons,en
130070,13,noise-suppressors for guns,en
130049,13,pistols [arms],en
130029,13,powder horns,en
130061,13,primings [fuses],en
130052,13,projectiles [weapons],en
130053,13,pyrophoric substances,en
130054,13,pyrotechnic products,en
130080,13,"rescue flares, explosive or pyrotechnic",en
130055,13,revolvers,en
130021,13,rifle barrels / gun barrels,en
130033,13,rifle cases / gun cases,en
130022,13,rifles / carbines,en
130043,13,rocket launchers,en
130068,13,rockets [projectiles],en
130048,13,shells [projectiles],en
130063,13,shoulder straps for weapons / bandoliers for weapons,en
130077,13,side arms [firearms],en
130038,13,sighting mirrors for guns and rifles / sighting mirrors for guns / sighting mirrors for rifles,en
130065,13,"sights, other than telescopic sights, for artillery",en
130058,13,"sights, other than telescopic sights, for firearms",en
130035,13,signal rocket flares,en
130073,13,sprays for personal defence purposes / sprays for personal defense purposes,en
130081,13,starting pistols / starter pistols,en
130071,13,tanks [weapons],en
130008,13,tear-gas weapons,en
130076,13,torpedoes,en
130040,13,trigger guards for guns and rifles / trigger guards for rifles,en
130056,13,trunnions for heavy weapons,en
140001,14,agates,en
140082,14,alarm clocks,en
140104,14,alloys of precious metal,en
140006,14,amulets [jewellery] / amulets [jewelry],en
140106,14,anchors [clock- and watchmaking],en
140042,14,atomic clocks,en
140152,14,badges of precious metal,en
140014,14,barrels [clock- and watchmaking],en
140167,14,beads for making jewellery / beads for making jewelry,en
140113,14,boxes of precious metal,en
140015,14,bracelets [jewellery] / bracelets [jewelry],en
140176,14,bracelets made of embroidered textile [jewellery] / bracelets made of embroidered textile [jewelry],en
140019,14,brooches [jewellery] / brooches [jewelry],en
140123,14,busts of precious metal,en
140171,14,cabochons,en
140024,14,chains [jewellery] / chains [jewelry],en
140177,14,charms for key rings / charms for key chains,en
140027,14,chronographs [watches],en
140028,14,chronometers,en
140030,14,chronometric instruments,en
140029,14,chronoscopes,en
140168,14,clasps for jewellery / clasps for jewelry,en
140044,14,clock cases,en
140002,14,clock hands,en
140011,14,clocks,en
140032,14,"clocks and watches, electric",en
140023,14,clockworks,en
140165,14,cloisonné jewellery / cloisonné jewelry,en
140034,14,coins,en
140183,14,commemorative statuary cups of precious metal,en
140043,14,control clocks [master clocks] / master clocks,en
140049,14,copper tokens,en
140180,14,crucifixes as jewellery / crucifixes as jewelry,en
140179,14,"crucifixes of precious metal, other than jewellery / crucifixes of precious metal, other than jewelry",en
140122,14,cuff links,en
140021,14,dials [clock- and watchmaking],en
140035,14,diamonds*,en
140118,14,earrings,en
140146,14,figurines of precious metal / statuettes of precious metal,en
140064,14,gold thread [jewellery] / gold thread [jewelry],en
140063,14,"gold, unwrought or beaten",en
140117,14,hat jewellery / hat jewelry,en
140003,14,ingots of precious metals,en
140045,14,iridium,en
140046,14,ivory jewellery / ivory jewelry,en
140048,14,"jet, unwrought or semi-wrought",en
140050,14,jewellery / jewelry,en
140166,14,jewellery boxes / jewelry boxes,en
140018,14,jewellery charms / charms for jewellery / charms for jewelry / jewelry charms,en
140169,14,jewellery findings / jewelry findings,en
140187,14,jewellery for pets / jewelry for pets,en
140182,14,jewellery hat pins / jewelry hatpins,en
140004,14,jewellery of yellow amber / jewelry of yellow amber,en
140170,14,jewellery rolls / jewelry rolls,en
140162,14,key rings [split rings with trinket or decorative fob] / key chains [split rings with trinket or decorative fob],en
140186,14,lanyards for keys,en
140051,14,lockets [jewellery] / lockets [jewelry],en
140052,14,medals,en
140175,14,misbaha [prayer beads],en
140060,14,movements for clocks and watches,en
140031,14,necklaces [jewellery] / necklaces [jewelry],en
140062,14,olivine [gems] / peridot,en
140069,14,ornamental pins,en
140047,14,ornaments of jet,en
140066,14,osmium,en
140067,14,palladium,en
140097,14,paste jewellery / paste jewelry [costume jewelry],en
140070,14,pearls [jewellery] / pearls [jewelry],en
140005,14,pearls made of ambroid [pressed amber],en
140013,14,pendulums [clock- and watchmaking],en
140150,14,pins [jewellery] / pins [jewelry],en
140075,14,platinum [metal],en
140055,14,"precious metals, unwrought or semi-wrought",en
140074,14,precious stones,en
140173,14,presentation boxes for jewellery / presentation boxes for jewelry,en
140145,14,presentation boxes for watches,en
140184,14,prize cups of precious metal,en
140181,14,retractable key rings / retractable key chains,en
140083,14,rhodium,en
140107,14,rings [jewellery] / rings [jewelry],en
140178,14,rosaries / chaplets,en
140085,14,ruthenium,en
140073,14,semi-precious stones,en
140185,14,sew-on tags of precious metal for clothing,en
140119,14,shoe jewellery / shoe jewelry,en
140009,14,silver thread [jewellery] / silver thread [jewelry],en
140163,14,"silver, unwrought or beaten",en
140095,14,spinel [precious stones],en
140172,14,split rings of precious metal for keys,en
140008,14,spun silver [silver wire],en
140096,14,statues of precious metal,en
140164,14,stopwatches,en
140022,14,sundials,en
140040,14,threads of precious metal [jewellery] / threads of precious metal [jewelry] / wire of precious metal [jewellery] / wire of precious metal [jewelry],en
140033,14,tie clips,en
140151,14,tie pins,en
140017,14,watch bands / straps for wristwatches / watch straps,en
140144,14,watch cases [parts of watches],en
140025,14,watch chains,en
140059,14,watch glasses / watch crystals,en
140174,14,watch hands,en
140058,14,watch springs,en
140057,14,watches*,en
140109,14,works of art of precious metal,en
140016,14,wristwatches,en
150001,15,accordions,en
150051,15,bagpipes,en
150090,15,balalaikas [stringed musical instruments],en
150082,15,bamboo flutes,en
150011,15,bandonions,en
150091,15,banjos,en
150012,15,barrel organs,en
150013,15,basses [musical instruments],en
150064,15,bellows for musical instruments,en
150005,15,bow nuts for musical instruments,en
150004,15,bows for musical instruments,en
150054,15,bridges for musical instruments,en
150016,15,buccins [trumpets],en
150017,15,carillons [musical instruments],en
150035,15,cases for musical instruments,en
150018,15,castanets,en
150015,15,catgut for musical instruments,en
150050,15,chin rests for violins,en
150023,15,clarionets,en
150071,15,clarions,en
150093,15,colophony for stringed musical instruments / rosin for stringed musical instruments,en
150026,15,concertinas,en
150009,15,conductors' batons,en
150031,15,cornets [musical instruments],en
150032,15,cymbals,en
150027,15,double basses,en
150098,15,drum machines,en
150059,15,drumheads / skins for drums,en
150066,15,drums [musical instruments],en
150010,15,drumsticks,en
150044,15,electronic musical instruments,en
150036,15,flutes,en
150037,15,gongs,en
150039,15,guitars,en
150086,15,handbells [musical instruments],en
150014,15,harmonicas,en
150040,15,harmoniums,en
150042,15,harp strings,en
150041,15,harps,en
150019,15,hats with bells [musical instruments],en
150030,15,horns [musical instruments],en
150007,15,horsehair for bows for musical instruments,en
150081,15,huqin [Chinese violins],en
150045,15,intensity regulators for mechanical pianos,en
150038,15,Jews' harps [musical instruments],en
150020,15,kettledrum frames,en
150069,15,kettledrums,en
150024,15,keyboards for musical instruments,en
150077,15,keys for musical instruments,en
150046,15,lyres,en
150095,15,mallets for musical instruments,en
150049,15,mandolins,en
150092,15,melodicas,en
150034,15,mouthpieces for musical instruments,en
150078,15,music rolls [piano],en
150080,15,music stands,en
150087,15,music synthesizers,en
150052,15,musical boxes,en
150025,15,musical instruments,en
150099,15,musical instruments for children,en
150065,15,mutes for musical instruments / dampers for musical instruments,en
